market_id,condition_id,event_id,question,category,tags,outcomes,outcome_prices,clob_token_ids,yes_token_id,yes_price_current,start_date,end_date,close_date,active,closed,archived,resolved_outcome,volume,liquidity,volume_clob,uma_resolution_status,uma_resolution_statuses,resolved_by,resolution_source,enable_order_book,slug,description,is_binary,has_yes_token,market_family,asset,threshold,direction,target_date,is_core,is_satellite,selection_reason,exclusion_reason
1706788,0x4c5701bcde0b8fb7d7f48c8e9d20245a6caa58c61a77f981fad98f2bfa0b1bc7,236840,US x Iran ceasefire by April 7?,,[],['Yes' 'No'],[1. 0.],"['82855088893985825781350466813737280564000275725006328179621744619327480699369'
 '55194745453074297560900438908357749978780021444937743754846798173575377021411']",82855088893985825781350466813737280564000275725006328179621744619327480699369,1.0,2026-03-24T17:55:37.794489Z,2026-04-07T00:00:00Z,2026-04-11 00:28:39+00,True,True,False,Yes,173696184.17746878,,173696184.17746878,resolved,['proposed' 'disputed' 'proposed' 'disputed'],0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,True,us-x-iran-ceasefire-by-april-7,"This market will resolve to “Yes” if there is an official ceasefire agreement, defined as a publicly announced and mutually agreed halt in direct military engagement, between the United States and Iran by the listed date, 11:59 PM ET.

For the purposes of this market, an “official ceasefire agreement” requires clear public confirmation from both the United States government and the government of Iran that they have agreed to halt military hostilities against one another, or for an official ceasefire agreement to be otherwise confirmed to have been reached by an overwhelming consensus of media reporting.

If the agreement is officially reached before the resolution date, this market will resolve to “Yes,” regardless of whether the ceasefire officially takes effect after the resolution date.

Any form of informal understanding, backchannel communication, de-escalation without an announced agreement, or unilateral pause in hostilities will not be considered an official ceasefire. Humanitarian pauses, limited operational pauses, or temporary tactical stand-downs will not count toward the resolution of this market.

A broader peace deal, normalization agreement, or political framework will qualify only if it includes a publicly announced and mutually agreed halt in military engagement between the United States and Iran, effective on a specified date, or otherwise confirmed by an overwhelming consensus of credible reporting. Agreements that outline future negotiations or de-escalation measures without an explicit, dated commitment to stop fighting will not qualify.

This market’s resolution will be based on official statements from the United States government and the government of Iran. However, an overwhelming consensus of credible media reporting confirming that an official ceasefire agreement has been reached will suffice.",True,True,excluded,,,,2026-04-07T00:00:00Z,False,False,,not_crypto_candidate
253727,0x265366ede72d73e137b2b9095a6cdc9be6149290caa295738a95e3d881ad0865,903216,Kamala Harris wins the popular vote?,,[],['Yes' 'No'],[0. 1.],"['21271000291843361249209065706097167029083067325856089903026951915683588703117'
 '43898019188443109254544011644141095748327433947336326565220861409147408981284']",21271000291843361249209065706097167029083067325856089903026951915683588703117,0.0,2024-01-09T23:43:00Z,2024-11-05T12:00:00Z,2024-11-12 10:03:19+00,True,True,False,No,163779786.645492,,163779786.645492,resolved,[],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-kamala-harris-win-the-popular-vote-in-the-2024-presidential-election,"This market will resolve to “Yes” if Kamala Harris is the candidate who receives the most votes in the 2024 U.S. presidential election, otherwise this market will resolve to “No.”

In case of a tie, this market will resolve in favor of the candidate whose last name comes first in alphabetical order.

The resolution source will be an overwhelming consensus of credible reporting as to who is the winner of the popular vote.

Note: An update may be made to this market to allow for early expiration if the candidate is definitively no longer in contention for the presidency.
",True,True,excluded,,,,2024-11-05T12:00:00Z,False,False,,not_crypto_candidate
680392,0x43ec78527bd98a0588dd9455685b2cc82f5743140cb3a154603dc03c02b57de5,80505,US government shutdown Saturday?,,[],['Yes' 'No'],[1. 0.],"['52607315900507156846622820770453728082833251091510131025984187712529448877245'
 '108988271800978168213949343685406694292284061166193819357568013088568150075789']",52607315900507156846622820770453728082833251091510131025984187712529448877245,1.0,2025-11-13T14:59:43.611Z,2026-01-31T00:00:00Z,2026-02-04 00:35:28+00,True,True,False,Yes,157296576.448084,,157296576.448084,resolved,['proposed' 'disputed' 'proposed' 'disputed'],0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,True,will-there-be-another-us-government-shutdown-by-january-31,"This market will resolve to “Yes” if the U.S. Office of Personnel Management (OPM) announces another federal government shutdown due to a lapse in appropriations by January 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Partial shutdowns count as shutdowns; announcements of office closures due to holidays or inclement weather do not qualify as a shutdown.

The resolution source for this market will be OPM’s Operating Status page (https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/current-status/).",True,True,excluded,,,,2026-01-31T00:00:00Z,False,False,,not_crypto_candidate
507894,0x37963e2b3194455fe768cd470571640c758c049b7cda6967449a43a8bd5c835f,12815,Will the Toronto Raptors win the 2025 NBA Finals?,,[],['Yes' 'No'],[0. 1.],"['8615283304849028269259042680787343769500144068672958710059180099366119214927'
 '23538341502367016460214883076280471618080465904528266058055509584419858222978']",8615283304849028269259042680787343769500144068672958710059180099366119214927,0.0,2024-09-24T18:01:14.843Z,2025-06-23T12:00:00Z,2025-04-02 06:13:03+00,True,True,False,No,154220299.964432,0.0,154220299.964432,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-the-toronto-raptors-win-the-2025-nba-finals,"This market will resolve to “Yes” if the Toronto Raptors win the 2024-2025 NBA Championship. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to become 2024-25 NBA Champion based off the rules of the NBA.

The resolution source for this market will be information from the NBA.",True,True,excluded,,,,2025-06-23T12:00:00Z,False,False,,not_crypto_candidate
253609,0x230144e34a84dfd0ebdc6de7fde37780e28154f6f84dd8880c7f0e58d302d448,903193,Will Michelle Obama win the 2024 US Presidential Election?,,[],['Yes' 'No'],[0. 1.],"['97508453625137094121006941885029334584603955750917059456402541591996493525667'
 '101835693390914207034008670272805414453671321042882880939287726647351186404691']",97508453625137094121006941885029334584603955750917059456402541591996493525667,0.0,2024-01-05T22:01:00Z,2024-11-05T00:00:00Z,2024-11-06 19:00:15+00,True,True,False,No,153382275.618594,,153382275.618594,resolved,[],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-michelle-obama-win-the-2024-us-presidential-election,"This market will resolve to “Yes” if Michelle Obama wins the 2024 US Presidential Election. Otherwise, this market will resolve to “No.”

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2025) this market will resolve based on who is inaugurated.

Note: An update may be made to this market to allow for early expiration if the candidate is definitively no longer in contention for the presidency.",True,True,excluded,,,,2024-11-05T00:00:00Z,False,False,,not_crypto_candidate
538932,0xebddfcf7b4401dade8b4031770a1ab942b01854f3bed453d5df9425cd9f211a9,23246,Will Zohran Mamdani win the 2025 NYC mayoral election?,,[],['Yes' 'No'],[1. 0.],"['33945469250963963541781051637999677727672635213493648594066577298999471399137'
 '105832362350788616148612362642992403996714020918558917275151746177525518770551']",33945469250963963541781051637999677727672635213493648594066577298999471399137,1.0,2025-04-22T16:10:05.987Z,2025-11-04T12:00:00Z,2025-11-05 05:44:47+00,True,True,False,Yes,143254859.334333,,143254859.334333,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-zohran-mamdani-win-the-2025-nyc-mayoral-election,"The 2025 New York City mayoral election will be held on November 4, 2025, to elect the mayor of New York City.

This market will resolve according to the candidate that wins the election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate, this market will resolve based on official certification.",True,True,excluded,,,,2025-11-04T12:00:00Z,False,False,,not_crypto_candidate
253595,0x7da35195ac3c7bf167f88ab0c27067a99020e36de67d39968b71d9debcdd925e,903193,Will Robert F. Kennedy Jr. win the 2024 US Presidential Election?,,[],['Yes' 'No'],[0. 1.],"['75551890681049796405776295654438099776333571510662809052054780589218524237663'
 '56404905393055211239795086916790918063008904529043139446524120756836481670648']",75551890681049796405776295654438099776333571510662809052054780589218524237663,0.0,2024-01-04T23:01:00Z,2024-11-04T12:00:00Z,2024-11-06 18:09:00+00,True,True,False,No,141605110.748029,,141605110.748029,resolved,[],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-robert-f-kennedy-jr-win-the-2024-us-presidential-election,"This market will resolve to “Yes” if Robert F. Kennedy Jr. wins the 2024 US Presidential Election. Otherwise, this market will resolve to “No.”

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2025) this market will resolve based on who is inaugurated.

Note: An update may be made to this market to allow for early expiration if the candidate is definitively no longer in contention for the presidency.",True,True,excluded,,,,2024-11-04T12:00:00Z,False,False,,not_crypto_candidate
1795527,0xa93b28a6384aefff4e7d5adb2061c444e4a0e95b8ad17755f9cee123c7099b35,326314,"Russia x Ukraine ceasefire by May 31, 2026?",,[],['Yes' 'No'],[1. 0.],"['79574854225464477884287524461980167393583915155475895540399834902850789709576'
 '50296805114160040515244790354604025333522925214556059510952704423495419940434']",79574854225464477884287524461980167393583915155475895540399834902850789709576,1.0,2026-03-31T20:03:10.489Z,2026-05-31T00:00:00Z,2026-05-09 19:52:26+00,True,True,False,Yes,141250712.68070313,,141250712.68070313,resolved,['proposed' 'disputed'],0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,True,russia-x-ukraine-ceasefire-by-may-31-2026,"This market will resolve to ""Yes"" if there is an official ceasefire agreement, defined as a publicly announced and mutually agreed halt in military engagement, between Russia and Ukraine by May 31, 2026, 11:59 PM ET.

If the agreement is officially reached before the resolution date, this market will resolve to ""Yes,"" regardless of whether the ceasefire officially starts afterward.

Only ceasefires which constitute a general pause in the conflict will qualify. Ceasefires which only apply to energy infrastructure, the Black Sea, or other similar agreements will not qualify.

Any form of informal agreement will not be considered an official ceasefire. Humanitarian pauses will not count toward the resolution of this market.

A peace deal or political framework will qualify if it includes a publicly announced and mutually agreed halt in military engagement, effective on a specific date. Frameworks or agreements that outline terms for a future peace but do not include an explicit, dated commitment to stop fighting will not count.

This market's resolution will be based on official announcements from both Russia and Ukraine; however, a wide consensus of credible media reporting stating an official ceasefire agreement between Russia and Ukraine has been reached will suffice.",True,True,excluded,,,,2026-05-31T00:00:00Z,False,False,,not_crypto_candidate
503301,0xb018023b67a978fa9a4d43a13f6f0a8e29b1516c36b4721b3983eafdc86b3bf9,11439,Will the Panthers win Super Bowl 2025?,,[],['Yes' 'No'],[0. 1.],"['66714239224313823221640294891961335457341276313024833480429172445133070011668'
 '89467374135934739834722715801896983274727814886329505374811124523387276806796']",66714239224313823221640294891961335457341276313024833480429172445133070011668,0.0,2024-07-09T14:59:57.650118Z,2025-02-09T12:00:00Z,2024-12-16 00:49:34+00,True,True,False,No,139314923.974714,,139314923.974714,resolved,[],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-the-panthers-win-super-bowl-2025,"This market will resolve to ""Yes"" if the Carolina Panthers win Super Bowl LIX. Otherwise, this market will resolve to ""No"".

If at any point it becomes impossible for this team to win the Super Bowl based on the rules of the NFL (e.g. they are eliminated in the playoff bracket), this market will resolve immediately to ""No"".",True,True,excluded,,,,2025-02-09T12:00:00Z,False,False,,not_crypto_candidate
507286,0xce0f82dc8bb789ffd3bc2928db80bbc539fa04dd223d6e15e2d81eabf8e279fe,12585,Will Aston Villa win the UEFA Champions League?,,[],['Yes' 'No'],[0. 1.],"['17148991929546304218678959738430213065524880357303658607403556776126482126118'
 '113944511437047286070977074222535617181404611267671592896303826271480616303572']",17148991929546304218678959738430213065524880357303658607403556776126482126118,0.0,2024-09-17T18:02:56.119738Z,2025-05-31T12:00:00Z,2025-04-16 00:18:15+00,True,True,False,No,133113813.382904,,133113813.382904,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-aston-villa-win-the-uefa-champions-league,"This market will resolve to “Yes” if Aston Villa wins the 2024-25 UEFA Champions League. Otherwise, this market will resolve to “No”.

If at any point it becomes impossible for this team to win the 2024-2025 UEFA Champions League based on the rules of the tournament (e.g. they are eliminated), this market will resolve immediately to “No”.",True,True,excluded,,,,2025-05-31T12:00:00Z,False,False,,not_crypto_candidate
1180303,0xd4bbf7f6707c67beb736135ad32a41f6db41f8ae52d3ac4919650de9eeb94ed8,162818,Khamenei out as Supreme Leader of Iran by February 28?,,[],['Yes' 'No'],[1. 0.],"['39317885422026394259056328144566743331998444273202427934141325790266108570112'
 '37975265083682450969967223199653164268542375291978582835346444673615244164455']",39317885422026394259056328144566743331998444273202427934141325790266108570112,1.0,2026-01-14T01:35:04.513Z,2026-02-28T00:00:00Z,2026-03-04 01:05:25+00,True,True,False,Yes,131114970.827221,,131114970.827221,resolved,['proposed' 'disputed' 'proposed' 'disputed'],0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,True,khamenei-out-as-supreme-leader-of-iran-by-february-28,"This market will resolve to ""Yes"" if Iran's Supreme Leader, Ali Khamenei, is removed from power for any length of time between this market's creation and February 28, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Khamenei will be considered to be removed from power if he resigns, is detained, or otherwise loses his position or is prevented from fulfilling his duties as Supreme Leader of Iran within this market's timeframe.

The primary resolution source for this market will be a consensus of credible reporting.",True,True,excluded,,,,2026-02-28T00:00:00Z,False,False,,not_crypto_candidate
507896,0xbba16a21398862877d2ba91d7221be625b4514066580c91c6acbc32b03fe7997,12815,Will the Washington Wizards win the 2025 NBA Finals?,,[],['Yes' 'No'],[0. 1.],"['24107569157155697291965151336634632343913784446472286927398284356905040243642'
 '21681197057124220318103273802306437383246529014429637515490905139174082175006']",24107569157155697291965151336634632343913784446472286927398284356905040243642,0.0,2024-09-24T18:02:09.62Z,2025-06-23T12:00:00Z,2025-03-22 04:46:37+00,True,True,False,No,130194075.547845,,130194075.547845,resolved,[],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-the-washington-wizards-win-the-2025-nba-finals,"This market will resolve to “Yes” if the Washington Wizards win the 2024-2025 NBA Championship. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to become 2024-25 NBA Champion based off the rules of the NBA.

The resolution source for this market will be information from the NBA.",True,True,excluded,,,,2025-06-23T12:00:00Z,False,False,,not_crypto_candidate
